Description of Methods,Sheet,Category,Keyword/Phrase,Usage Context,Component,Explanation and Sources,Username,Strong Bias,Contextual Bias,Technical Terms,Edit Types,Total Edits,Sample Comments,Bias Ratio,Technical Ratio,Ratio Definitions,Unnamed: 10,Unnamed: 11,Policy Recommendation,Rationale,Technical Challenge,Implementation Ideas,Est. Expected Impact,Est. Timeline,Metric,Value,Registration Date,Total Edit Count,User Groups,Recent Topics,Registration Year,Registration Month,Factor,Anti-Israel/Pro Palestine Bias,Anti-American Bias,High Bias Users (27 total identified) to https://en.wikipedia.org/wiki/South_Africa%27s_genocide_case_against_Israel:,timestamp,username,comment,content_length,strong_bias,contextual_bias,technical_terms,total_bias,edit_type,explicit_bias_flag,Factor demonstrating conservative approach/ undercounts of bias,Description of why approach is conservative in bias-detection,Bias Type Identified in Wikipedia Exposed by Analysis,Definition
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 06:28:19+00:00,CarmenEsparzaAmoux,/* Academics */ Buttu,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 05:41:33+00:00,CarmenEsparzaAmoux,/* Individuals and other groups */ subheadings and prof statement,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 05:36:50+00:00,Susmuffin,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 04:56:40+00:00,CarmenEsparzaAmoux,/* In support */ Mahamat,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 04:41:24+00:00,Susmuffin,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 04:40:01+00:00,Chipmunkdavis,"/* Ruling on provisional measures */ Can't see final point in source, which should probably be replaced anyway by a more static page",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 04:00:24+00:00,Packer1028,Fixed grammar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 03:37:17+00:00,CarmenEsparzaAmoux,/* In support */ uganda,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28 01:57:16+00:00,Professor Penguino,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 22:11:29+00:00,Citation bot,"Alter: title, template type. Added newspaper. Removed parameters. Some additions/deletions were parameter name changes. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Susmuffin | #UCB_toolbar",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 22:00:08+00:00,Susmuffin,Rescuing 15 sources and tagging 0 as dead.) #IABot (v2.0.9.5,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 20:33:19+00:00,Betseg,/* In opposition */ others are the governments too,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 20:29:56+00:00,Betseg,typo,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 19:49:27+00:00,Irtapil,improved a few generic ref names,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 19:32:47+00:00,Irtapil,/* Ruling on provisional measures */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 19:10:39+00:00,WillowCity,/* Initial ruling on plausibility */ CE to ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 19:09:38+00:00,WillowCity,"/* Initial ruling on plausibility */ CE, clarifying legal/evidentiary threshold",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 19:01:56+00:00,WillowCity,/* Ruling on provisional measures */ Added separate opinions,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:54:46+00:00,WillowCity,"/* Analysis */ Restructuring, CE",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:23:35+00:00,Drsmoo,Punctuation,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:22:22+00:00,Drsmoo,Moving reference to correct location,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:19:00+00:00,Selfstudier,Filled in 4 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:18:18+00:00,Selfstudier,"/* Analysis */ Split analysis, add Israeli legal analysts + ref",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:06:54+00:00,Drsmoo,Additional source from just security,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 18:03:05+00:00,Drsmoo,Adding reference to very low threshold from Orde Kittrie,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 16:10:43+00:00,WillowCity,/* Analysis */ CE,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 16:09:00+00:00,WillowCity,/* Analysis */ Opinio Juris analysis,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:33:51+00:00,GidiD,/* Ruling on provisional measures */ citations +,0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:30:15+00:00,Selfstudier,/* Analysis */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:29:40+00:00,Selfstudier,/* Analysis */ Re third states + refs,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:16:33+00:00,GidiD,polishing Israel calims section,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:07:49+00:00,GidiD,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:02:24+00:00,GidiD,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 14:00:58+00:00,GidiD,change order + ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 13:41:07+00:00,GidiD,number of judges,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 10:25:09+00:00,Citation bot,Altered title. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | #UCB_toolbar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 07:18:44+00:00,UtoD,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 05:29:56+00:00,DividedFrame,/* Ruling on provisional measures */ Formatting,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 03:29:22+00:00,Drsmoo,/* Initial ruling on plausibility */ better flow,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 03:00:50+00:00,Rwendland,"/* Neutrality */ EU now says parties must comply ICJ ruling with full, immediate and effective implementation",0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 02:25:25+00:00,Rwendland,"/* Ruling on provisional measures */ del for now my addition to table, as it may be a miss-understanding of ICJ doc",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 01:31:49+00:00,Kizor,/* South African government position */ punctuation,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 01:27:21+00:00,Drsmoo,"/* Initial ruling on plausibility */ Restoring direct quote from source, adding additional quote",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 01:22:38+00:00,Kizor,/* South African government position */ Separated requested measures into a subsection. Punctuation.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 01:19:20+00:00,Kizor,"/* South African government position */ Merged and expanded on the two segments discussing genocidal intent. Expanded significantly on the citations in order to convey South Africa's argument on genocidal intent, as it rests on the citations. Hopefully this gets where SA's coming from across without wallowing or dwelling unproductively on the quoted material. Referenced Lawfare to clarify to the reader why intent was covered & is of interest; remove reference if it only belongs in analysis.",0.0,0.0,0.0,2.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 00:39:18+00:00,AnomieBOT,Dating maintenance tags: {{Cn}},0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 00:19:09+00:00,Onceinawhile,/* Initial ruling on plausibility */ copyedit to match source,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-27 00:05:58+00:00,Drsmoo,Adding detail on threshold of plausibility,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:59:28+00:00,Citation bot,"Alter: template type, title. Add: magazine, work, authors 1-1. Removed parameters. Some additions/deletions were parameter name changes. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Susmuffin | #UCB_toolbar",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:56:18+00:00,Susmuffin,Rescuing 17 sources and tagging 0 as dead.) #IABot (v2.0.9.5,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:50:10+00:00,Onceinawhile,/* Notes */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:49:23+00:00,Onceinawhile,these columns contains direct quotations only. Moving comment to a footnote and adding citation needed,0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:46:11+00:00,Onceinawhile,+Rapp,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:34:26+00:00,Rwendland,/* Ruling on provisional measures */ note SA request #1 and #2 partly provided by (1)a and (1)b in conjunction with (2) for Palestinian civilians,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:14:31+00:00,Bruce1ee,fixed [[Special:LintErrors|lint errors]] – missing end tag,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 23:04:49+00:00,Betseg,/* Other international responses */ not necessarily supporting israel,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:59:45+00:00,Betseg,judge titles,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:50:29+00:00,Betseg,judges list,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:36:17+00:00,DecafPotato,/* In support */ no need for a separate section on one paragraph about Belgium specifically,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:34:09+00:00,DecafPotato,"/* Initial ruling on plausibility */ it is January, not October",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:12:56+00:00,Onceinawhile,/* Initial ruling on plausibility */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:11:04+00:00,Onceinawhile,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:10:33+00:00,Onceinawhile,/* Initial ruling on plausibility */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:07:08+00:00,Selfstudier,/* top */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:05:37+00:00,Onceinawhile,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:04:09+00:00,Onceinawhile,/* Proceedings */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 22:01:58+00:00,Onceinawhile,/* Proceedings */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 21:51:41+00:00,Onceinawhile,/* Ruling on provisional measures */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 21:48:49+00:00,Onceinawhile,/* Ruling on provisional measures */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 21:42:26+00:00,Onceinawhile,/* Ruling on provisional measures */ +table,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 21:30:40+00:00,C.J. Griffin,Moving citation,0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 21:08:55+00:00,Wafflefrites,/* See also */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 20:58:10+00:00,Onceinawhile,+transcript,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 20:44:13+00:00,Rwendland,/* Ruling on provisional measures */ consequential change to #4 - 16 votes to 1 (checked against ICJ Order text),0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 20:09:49+00:00,Family27390,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 20:07:52+00:00,Historyday01,"/* Ruling on provisional measures */ looked at https://www.icj-cij.org/sites/default/files/case-related/192/192-20240126-ord-01-00-en.pdf, provided by a user at [[Talk:South Africa v. Israel (Genocide Convention)#Barak's vote on the fourth provisional measure",0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:58:29+00:00,Selfstudier,/* Ruling on provisional measures */ Per talk req,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:51:36+00:00,Selfstudier,Filled in 1 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:51:02+00:00,Selfstudier,/* top */ Balance (from body) + ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:49:29+00:00,Selfstudier,/* Ruling on provisional measures */ Court also said + ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:36:58+00:00,Iskandar323,/* Ruling on provisional measures */Clarifying/adding key omitted clause,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 19:30:08+00:00,Stephan rostie,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:59:48+00:00,Tigerdude9,/* In opposition */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:55:22+00:00,Betseg,"/* In support */ we should either link all 3 IGOs or none of them, and since the countries aren't linked, i think no IGOs should be either.",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:40:53+00:00,Tigerdude9,/* In opposition */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:34:40+00:00,Historyday01,should Judge ad hoc Moseneke and Judge ad hoc Barak be included too?; names taken from https://www.icj-cij.org/sites/default/files/case-related/192/192-20240126-sum-01-00-en.pdf?__cf_chl_tk=3jA7RCqvLEnVGFoOc0yCbaRp.sqHRj1te7F3FF3DhWU-1706293153-0-gaNycGzND5A,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:33:32+00:00,Tigerdude9,/* Analysis */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:30:04+00:00,Drsmoo,"Removing Ben Gvir reaction, not widely covered in RS",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:16:27+00:00,IvanScrooge98,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 18:15:00+00:00,Betseg,"/* Ruling on provisional measures */ separating support and opposition, as in other sections",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:56:42+00:00,Paul Duffill,/* External links */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:55:07+00:00,Paul Duffill,/* External links */ added the relevant international law,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:53:06+00:00,Selfstudier,Filled in 1 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:52:25+00:00,Selfstudier,/* Ruling on provisional measures */ +ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:43:08+00:00,Rwendland,"/* Ruling on provisional measures */ I cannot fine the Netanyahu quote in the rolling news NYT cite, change to another from fixed JTA news source - arguably a bit long quote though",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:11:20+00:00,Bondegezou,/* In opposition */ [[MOS:FLAG]],0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 17:10:14+00:00,Bondegezou,/* States and international organizations */ [[MOS:FLAG]],0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 16:52:04+00:00,Rwendland,"/* Ruling on provisional measures */ there are actually 6 provisional measures in the judgement, add cite to judgement itself",0.0,0.0,0.0,0.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 16:46:22+00:00,Historyday01,/* Analysis */ revised; I don't think the other Economist article is necessary and including it violates [[WP:UNDUE]] (its undue weight); I would support this paragraph being cut down even further.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 16:31:02+00:00,WillowCity,Adding order,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 15:28:52+00:00,Endwise,/* Ruling on provisional measures */ Copy edit,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 15:22:53+00:00,Boud,"/* top */ lead on ICJ ruling: less [[WP:WEASEL|weaselly]] - while the BBC + NYT state ""but no ceasefire"" , that's their choice to use leading language to tell the reader their interpretation of what the ICJ should or could have decided - it's not up to Wikipedia to state in Wikivoice, without attribution, whether the ICJ was right or wrong to not order a ceasefire",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 15:09:54+00:00,C.J. Griffin,Additions from ruling for clarification and context,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 15:02:42+00:00,Ayenaee,/* Ruling on provisional measures */ added call for hostage release as per reference,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 14:45:54+00:00,Tol,/* Ruling on provisional measures */ merge mostly-duplicate paragraphs,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 14:43:53+00:00,Tol,/* Ruling on provisional measures */ format/spelling fixes; sentence flow,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 14:34:01+00:00,Selfstudier,Move reactions from lead to here  per talk page consensus,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
